avg_overall_novelty,avg_novelty,avg_overall_serendipity,avg_serendipity,rmse
-1.4638648747765435,-1.4700616292851274,0.5046666714255414,0.5056657261825859,3.2220451510644015
-1.4638687868412426,-1.4700651434070673,0.4934265055947401,0.4946198714306081,3.2210950934414386
-1.463858280775324,-1.4700563868333838,0.5026261409954937,0.5038940470953839,3.229248914285676
-1.4638671029510733,-1.4700631690872303,0.5037592934631316,0.5056349550020628,3.228585713378459
-1.4638674888952254,-1.4700634964162533,0.49088840149993923,0.49238550173268064,3.2307876602840895
-1.4638723940245066,-1.4700707037256944,0.5013047795327579,0.502655815908946,3.2303391811378632
